transaction_id,customer_id,account_type,region,category,merchant,amount,currency,timestamp,memo,is_flagged
TXN002031,Customer_0161,checking,Northeast,rent,Apartment LLC,1528.64,USD,2023-04-09T15:15:00,Monthly rent payment to Apartment LLC,False
TXN002032,Customer_0237,checking,Southeast,rent,Apartment LLC,3594.39,USD,2023-02-05T20:28:00,Monthly rent payment to Apartment LLC,False
TXN002033,Customer_0022,credit,Southwest,dining,Chipotle,2434.71,USD,2024-04-28T02:41:00,"Lunch with the team at Chipotle, celebrated Q3 results",False
TXN002034,Customer_0162,credit,Midwest,travel,Marriott Hotels,117.16,USD,2024-02-22T03:31:00,Flight to Chicago via Marriott Hotels for annual conference,False
TXN002035,Customer_0126,savings,Northeast,travel,Hertz,-132.13,USD,2023-05-29T07:48:00,Flight to Chicago via Hertz for annual conference,False
TXN002036,Customer_0008,checking,Midwest,travel,Marriott Hotels,653.29,USD,2023-07-05T06:58:00,Hotel stay at Marriott Hotels during product summit,False
TXN002037,Customer_0009,credit,Midwest,dining,Starbucks,4112.81,USD,2023-11-09T23:52:00,Morning coffee and pastry at Starbucks,False
TXN002038,Customer_0094,savings,Midwest,education,Udemy,2778.52,USD,2023-11-20T03:14:00,Textbook purchase at Udemy for continuing ed,False
TXN002039,Customer_0154,credit,Southwest,education,Chegg,2933.7,USD,2023-01-25T21:08:00,Chegg course enrollment — data engineering,False
TXN002040,Customer_0019,checking,Northeast,healthcare,LabCorp,2432.52,USD,2023-04-19T18:42:00,Lab work order from LabCorp,False
TXN002041,Customer_0451,savings,Midwest,insurance,USAA,772.43,USD,2024-02-28T08:30:00,Monthly USAA auto insurance premium,False
TXN002042,Customer_0031,checking,Southwest,insurance,Allstate,966.45,USD,2024-06-22T08:19:00,Monthly Allstate auto insurance premium,False
TXN002043,Customer_0286,checking,Southwest,groceries,Aldi,1042.09,USD,2023-04-23T18:02:00,"Monthly bulk purchase at Aldi, household supplies",False
TXN002044,Customer_0026,savings,Southwest,rent,First Place Rentals,390.46,USD,2024-06-25T06:25:00,Monthly rent payment to First Place Rentals,False
TXN002045,Customer_0138,credit,West,travel,Marriott Hotels,4408.52,USD,2023-10-04T14:02:00,Hotel stay at Marriott Hotels during product summit,False
TXN002046,Customer_0141,savings,Southeast,dining,Starbucks,4344.76,USD,2023-06-01T22:54:00,Morning coffee and pastry at Starbucks,True
TXN002047,Customer_0481,credit,Southeast,dining,Starbucks,3346.94,USD,2023-01-15T11:57:00,"Lunch with the team at Starbucks, celebrated Q3 results",False
TXN002048,Customer_0128,savings,West,utilities,Comcast Xfinity,-261.9,USD,2024-04-09T07:37:00,Monthly Comcast Xfinity internet and cable bill,False
TXN002049,Customer_0291,checking,Northeast,groceries,Whole Foods,2347.31,USD,2023-09-16T03:25:00,"Monthly bulk purchase at Whole Foods, household supplies",False
TXN002050,Customer_0322,checking,Southeast,groceries,Aldi,1733.25,USD,2023-05-23T21:31:00,"Weekly grocery run at Aldi, stocked up on essentials",False
TXN002051,Customer_0373,savings,Southwest,education,Barnes & Noble,2396.04,USD,2023-02-15T12:00:00,Barnes & Noble annual learning subscription,False
TXN002052,Customer_0483,credit,West,healthcare,LabCorp,4450.52,USD,2024-05-06T08:24:00,Lab work order from LabCorp,False
TXN002053,Customer_0264,savings,Southeast,groceries,Whole Foods,3672.63,USD,2023-09-13T13:07:00,"Monthly bulk purchase at Whole Foods, household supplies",False
TXN002054,Customer_0044,savings,Northeast,utilities,National Grid,4183.41,USD,2024-01-14T22:16:00,Monthly National Grid internet and cable bill,False
TXN002055,Customer_0413,credit,Northeast,travel,Hertz,-319.78,USD,2023-03-12T11:13:00,Hotel stay at Hertz during product summit,False
TXN002056,Customer_0193,credit,Southwest,utilities,ConEdison,1852.97,USD,2023-09-14T09:37:00,ConEdison electricity bill for the apartment,False
TXN002057,Customer_0049,checking,Southwest,entertainment,Steam,1990.07,USD,2023-05-22T08:56:00,In-app purchase on Steam platform,False
TXN002058,Customer_0353,credit,Southeast,groceries,Trader Joe's,3466.11,USD,2023-05-22T20:14:00,"Monthly bulk purchase at Trader Joe's, household supplies",False
TXN002059,Customer_0073,checking,Southwest,rent,Metro Realty,676.07,USD,2023-12-21T16:56:00,Monthly rent payment to Metro Realty,False
TXN002060,Customer_0184,credit,Southeast,entertainment,AMC Theaters,2106.72,USD,2024-02-26T09:10:00,AMC Theaters monthly subscription auto-renewal,False
TXN002061,Customer_0082,credit,Northeast,utilities,ConEdison,83.2,USD,2023-05-23T17:44:00,ConEdison electricity bill for the apartment,False
TXN002062,Customer_0091,credit,Midwest,insurance,Geico,1886.93,USD,2023-12-21T18:01:00,Life insurance premium payment to Geico,False
TXN002063,Customer_0113,checking,Midwest,shopping,Amazon,278.44,USD,2024-03-12T13:01:00,Online order from Amazon — home office equipment,False
TXN002064,Customer_0016,checking,Southeast,travel,Hertz,2353.06,USD,2023-07-25T04:36:00,Flight to Chicago via Hertz for annual conference,False
TXN002065,Customer_0485,credit,Midwest,shopping,Amazon,-452.7,USD,2023-01-12T15:47:00,In-store purchase at Amazon — seasonal wardrobe,False
TXN002066,Customer_0160,savings,Northeast,healthcare,Walgreens,4110.94,USD,2023-11-09T20:11:00,Lab work order from Walgreens,False
TXN002067,Customer_0423,checking,Northeast,education,Chegg,3835.33,USD,2023-04-01T10:15:00,Chegg course enrollment — data engineering,True
TXN002068,Customer_0133,checking,Midwest,education,Udemy,1394.53,USD,2024-03-07T02:31:00,Udemy annual learning subscription,False
TXN002069,Customer_0384,credit,Southeast,insurance,State Farm,4231.2,USD,2024-04-14T21:11:00,Monthly State Farm auto insurance premium,False
TXN002070,Customer_0199,savings,West,groceries,Aldi,3813.63,USD,2023-06-06T04:17:00,Quick stop at Aldi for produce and dairy,False
TXN002071,Customer_0439,savings,Southwest,rent,Sunset Apartments,3836.09,USD,2023-10-28T15:29:00,Security deposit — Sunset Apartments,False
TXN002072,Customer_0019,savings,Northeast,travel,Hertz,2877.81,USD,2024-06-06T09:32:00,Flight to Chicago via Hertz for annual conference,False
TXN002073,Customer_0416,checking,Midwest,entertainment,Spotify,1062.64,USD,2023-02-24T09:46:00,Spotify monthly subscription auto-renewal,False
TXN002074,Customer_0173,credit,West,shopping,Zara,4263.9,USD,2023-09-16T19:47:00,Online order from Zara — home office equipment,False
TXN002075,Customer_0497,savings,Midwest,travel,Uber,2588.87,USD,2023-10-17T20:52:00,Hotel stay at Uber during product summit,False
TXN002076,Customer_0101,credit,Southwest,dining,Chipotle,3197.61,USD,2023-03-24T16:09:00,Morning coffee and pastry at Chipotle,False
TXN002077,Customer_0301,savings,Southwest,groceries,Kroger,1383.72,USD,2024-05-29T05:46:00,"Weekly grocery run at Kroger, stocked up on essentials",False
TXN002078,Customer_0208,savings,Midwest,insurance,Progressive,3607.16,USD,2023-01-19T11:54:00,Life insurance premium payment to Progressive,False
TXN002079,Customer_0190,savings,Southeast,dining,Chipotle,414.53,USD,2023-10-13T02:51:00,"Lunch with the team at Chipotle, celebrated Q3 results",False
TXN002080,Customer_0487,credit,West,utilities,AT&T,-307.59,USD,2023-01-05T07:31:00,Monthly AT&T internet and cable bill,False
TXN002081,Customer_0032,credit,Southeast,insurance,Allstate,4443.61,USD,2023-04-18T19:28:00,Monthly Allstate auto insurance premium,False
TXN002082,Customer_0142,checking,Northeast,rent,First Place Rentals,-49.29,USD,2023-08-03T09:58:00,Lease renewal fee at First Place Rentals,False
TXN002083,Customer_0051,credit,West,dining,Starbucks,3377.2,USD,2024-02-29T01:49:00,"Lunch with the team at Starbucks, celebrated Q3 results",False
TXN002084,Customer_0385,checking,Southwest,shopping,Target,3078.42,USD,2023-09-22T03:37:00,In-store purchase at Target — seasonal wardrobe,False
TXN002085,Customer_0322,checking,Northeast,education,Barnes & Noble,3903.67,USD,2023-07-30T14:21:00,Textbook purchase at Barnes & Noble for continuing ed,False
TXN002086,Customer_0086,credit,Southwest,insurance,State Farm,541.61,USD,2024-03-30T16:47:00,Life insurance premium payment to State Farm,True
TXN002087,Customer_0240,checking,West,travel,Airbnb,3423.24,USD,2023-04-19T13:01:00,Car rental from Airbnb for client site visit,False
TXN002088,Customer_0067,checking,Southwest,insurance,Geico,2117.57,USD,2024-01-29T08:30:00,Life insurance premium payment to Geico,False
TXN002089,Customer_0021,savings,West,dining,Olive Garden,2185.82,USD,2023-04-19T00:11:00,"Lunch with the team at Olive Garden, celebrated Q3 results",False
TXN002090,Customer_0402,savings,West,insurance,Geico,3253.96,USD,2024-05-27T01:00:00,Life insurance premium payment to Geico,False
TXN002091,Customer_0449,savings,Southeast,entertainment,AMC Theaters,3593.82,USD,2023-06-16T03:25:00,AMC Theaters monthly subscription auto-renewal,False
TXN002092,Customer_0434,savings,Midwest,shopping,Zara,3436.57,USD,2024-02-12T21:30:00,Flash sale purchase at Zara,True
TXN002093,Customer_0126,credit,Midwest,education,MIT OpenCourseWare,1969.0,USD,2023-05-26T02:20:00,MIT OpenCourseWare course enrollment — data engineering,False
TXN002094,Customer_0003,savings,Northeast,dining,Panera Bread,3706.41,USD,2023-08-11T06:23:00,"Client dinner at Panera Bread, discussed Q4 roadmap",False
TXN002095,Customer_0384,credit,Northeast,insurance,Progressive,1272.9,USD,2023-08-16T18:08:00,Monthly Progressive auto insurance premium,False
TXN002096,Customer_0379,savings,Southwest,entertainment,Apple iTunes,-456.87,USD,2023-03-18T00:20:00,Apple iTunes monthly subscription auto-renewal,False
TXN002097,Customer_0244,credit,Midwest,groceries,Trader Joe's,1660.51,USD,2024-02-02T22:18:00,"Weekly grocery run at Trader Joe's, stocked up on essentials",False
TXN002098,Customer_0169,checking,Midwest,utilities,Comcast Xfinity,3905.47,USD,2023-04-03T02:00:00,Comcast Xfinity wireless plan — family plan renewal,False
TXN002099,Customer_0080,savings,Southwest,dining,The Cheesecake Factory,1895.65,USD,2024-03-10T03:20:00,"Client dinner at The Cheesecake Factory, discussed Q4 roadmap",False
TXN002100,Customer_0057,checking,Southwest,insurance,Progressive,3351.35,USD,2023-03-20T14:58:00,Progressive renters insurance quarterly payment,False
TXN002101,Customer_0255,credit,Northeast,dining,Starbucks,2667.28,USD,2023-12-16T11:16:00,"Lunch with the team at Starbucks, celebrated Q3 results",False
TXN002102,Customer_0010,checking,Midwest,groceries,Aldi,727.69,USD,2023-10-27T13:48:00,Quick stop at Aldi for produce and dairy,False
TXN002103,Customer_0019,savings,Northeast,healthcare,LabCorp,3480.37,USD,2024-03-28T03:01:00,Annual physical copay at LabCorp,False
TXN002104,Customer_0135,credit,West,groceries,Aldi,555.65,USD,2024-06-28T20:48:00,Quick stop at Aldi for produce and dairy,False
TXN002105,Customer_0117,credit,Northeast,groceries,Trader Joe's,2192.61,USD,2023-07-10T14:18:00,"Weekly grocery run at Trader Joe's, stocked up on essentials",False
TXN002106,Customer_0197,checking,Southeast,entertainment,Apple iTunes,3177.02,USD,2023-06-26T10:16:00,In-app purchase on Apple iTunes platform,False
TXN002107,Customer_0096,credit,Southwest,shopping,Zara,4415.79,USD,2023-11-04T01:28:00,In-store purchase at Zara — seasonal wardrobe,False
TXN002108,Customer_0350,checking,Southeast,entertainment,Spotify,2006.71,USD,2024-05-04T02:55:00,Spotify monthly subscription auto-renewal,False
TXN002109,Customer_0206,savings,West,utilities,ConEdison,3271.2,USD,2023-05-22T11:38:00,Monthly ConEdison internet and cable bill,False
TXN002110,Customer_0027,savings,Northeast,insurance,Allstate,2270.25,USD,2023-09-27T16:58:00,Life insurance premium payment to Allstate,False
TXN002111,Customer_0190,checking,Midwest,shopping,Zara,-170.63,USD,2023-01-07T11:50:00,Flash sale purchase at Zara,True
TXN002112,Customer_0381,checking,Midwest,insurance,USAA,2136.82,USD,2024-04-05T13:16:00,Monthly USAA auto insurance premium,False
TXN002113,Customer_0231,checking,West,healthcare,Walgreens,2954.79,USD,2024-05-27T19:56:00,Lab work order from Walgreens,False
TXN002114,Customer_0301,credit,Northeast,healthcare,LabCorp,718.74,USD,2023-09-05T16:16:00,Annual physical copay at LabCorp,False
TXN002115,Customer_0067,savings,Southeast,travel,Airbnb,3872.11,USD,2023-07-04T01:45:00,Flight to Chicago via Airbnb for annual conference,False
TXN002116,Customer_0238,savings,West,travel,Airbnb,483.34,USD,2024-03-12T19:07:00,Flight to Chicago via Airbnb for annual conference,False
TXN002117,Customer_0316,credit,Midwest,dining,Panera Bread,262.14,USD,2023-04-27T09:17:00,"Lunch with the team at Panera Bread, celebrated Q3 results",False
TXN002118,Customer_0482,checking,West,shopping,Zara,1050.94,USD,2023-01-09T06:37:00,Flash sale purchase at Zara,False
TXN002119,Customer_0493,credit,Southwest,travel,Marriott Hotels,4043.71,USD,2023-01-15T03:56:00,Flight to Chicago via Marriott Hotels for annual conference,False
TXN002120,Customer_0280,checking,Northeast,shopping,Best Buy,3730.57,USD,2024-04-06T14:56:00,In-store purchase at Best Buy — seasonal wardrobe,False
TXN002121,Customer_0455,checking,Midwest,groceries,Trader Joe's,1803.28,USD,2023-01-12T01:18:00,"Weekly grocery run at Trader Joe's, stocked up on essentials",False
TXN002122,Customer_0470,savings,West,utilities,Comcast Xfinity,3758.91,USD,2023-08-18T03:55:00,Comcast Xfinity electricity bill for the apartment,False
TXN002123,Customer_0124,credit,Northeast,travel,Hertz,3522.43,USD,2023-08-16T18:02:00,Hotel stay at Hertz during product summit,False
TXN002124,Customer_0374,credit,Southwest,healthcare,LabCorp,707.45,USD,2023-11-29T03:44:00,Prescription refill at LabCorp,False
TXN002125,Customer_0389,savings,Southeast,rent,Urban Living Co,2081.77,USD,2023-03-31T05:57:00,Monthly rent payment to Urban Living Co,False
TXN002126,Customer_0396,credit,West,shopping,Target,2936.72,USD,2023-03-02T04:53:00,In-store purchase at Target — seasonal wardrobe,False
TXN002127,Customer_0233,checking,Southwest,shopping,IKEA,2908.24,USD,2023-11-08T11:13:00,In-store purchase at IKEA — seasonal wardrobe,False
TXN002128,Customer_0232,credit,Northeast,entertainment,Apple iTunes,2821.58,USD,2024-06-01T17:27:00,Movie tickets at Apple iTunes — family outing,False
TXN002129,Customer_0212,checking,Southeast,groceries,Kroger,2230.75,USD,2023-02-15T17:00:00,"Monthly bulk purchase at Kroger, household supplies",False
TXN002130,Customer_0396,checking,Midwest,dining,Olive Garden,2679.62,USD,2023-11-03T07:39:00,"Lunch with the team at Olive Garden, celebrated Q3 results",False
TXN002131,Customer_0089,checking,Midwest,entertainment,Apple iTunes,4112.84,USD,2023-07-17T07:13:00,Movie tickets at Apple iTunes — family outing,False
TXN002132,Customer_0192,credit,Midwest,travel,Marriott Hotels,307.22,USD,2023-12-19T01:07:00,Hotel stay at Marriott Hotels during product summit,False
TXN002133,Customer_0460,checking,Southeast,utilities,ConEdison,1481.88,USD,2024-02-19T18:32:00,ConEdison electricity bill for the apartment,False
TXN002134,Customer_0387,checking,Southeast,insurance,Progressive,3526.24,USD,2023-06-16T09:54:00,Life insurance premium payment to Progressive,False
TXN002135,Customer_0014,savings,Southwest,travel,Hertz,599.52,USD,2023-08-25T03:08:00,Hotel stay at Hertz during product summit,False
TXN002136,Customer_0228,savings,Southwest,entertainment,AMC Theaters,731.81,USD,2024-02-07T10:58:00,AMC Theaters monthly subscription auto-renewal,False
TXN002137,Customer_0125,savings,West,rent,First Place Rentals,4281.45,USD,2023-07-22T02:30:00,Monthly rent payment to First Place Rentals,False
TXN002138,Customer_0197,checking,Southwest,rent,Metro Realty,724.44,USD,2023-10-02T20:05:00,Security deposit — Metro Realty,False
TXN002139,Customer_0068,checking,West,education,MIT OpenCourseWare,4437.0,USD,2024-04-02T02:44:00,MIT OpenCourseWare annual learning subscription,False
TXN002140,Customer_0217,savings,West,education,MIT OpenCourseWare,3252.85,USD,2023-11-23T04:42:00,MIT OpenCourseWare course enrollment — data engineering,False
TXN002141,Customer_0360,checking,Southwest,shopping,Best Buy,467.47,USD,2024-03-11T03:28:00,In-store purchase at Best Buy — seasonal wardrobe,False
TXN002142,Customer_0380,credit,Midwest,utilities,AT&T,2572.01,USD,2023-11-19T04:17:00,Monthly AT&T internet and cable bill,False
TXN002143,Customer_0170,savings,Northeast,travel,Delta Airlines,1595.48,USD,2023-11-22T03:17:00,Flight to Chicago via Delta Airlines for annual conference,False
TXN002144,Customer_0342,checking,Southwest,travel,Delta Airlines,2881.11,USD,2024-03-28T15:58:00,Car rental from Delta Airlines for client site visit,False
TXN002145,Customer_0355,credit,Midwest,travel,Uber,2726.56,USD,2023-05-15T04:05:00,Hotel stay at Uber during product summit,False
TXN002146,Customer_0478,credit,Northeast,utilities,ConEdison,3591.54,USD,2023-07-04T23:59:00,ConEdison wireless plan — family plan renewal,False
TXN002147,Customer_0325,savings,Southwest,entertainment,Apple iTunes,2219.41,USD,2023-07-23T06:56:00,In-app purchase on Apple iTunes platform,False
TXN002148,Customer_0049,savings,Southwest,travel,Hertz,4437.87,USD,2023-02-28T05:21:00,Car rental from Hertz for client site visit,False
TXN002149,Customer_0171,credit,Southwest,insurance,Progressive,1240.84,USD,2024-01-03T23:33:00,Progressive renters insurance quarterly payment,False
TXN002150,Customer_0245,checking,West,insurance,State Farm,3149.12,USD,2023-06-26T00:47:00,State Farm renters insurance quarterly payment,False
TXN002151,Customer_0186,savings,Southeast,shopping,IKEA,2964.79,USD,2023-11-23T23:23:00,Online order from IKEA — home office equipment,False
TXN002152,Customer_0446,savings,Northeast,rent,Sunset Apartments,2501.74,USD,2023-04-19T17:11:00,Monthly rent payment to Sunset Apartments,False
TXN002153,Customer_0097,credit,Midwest,shopping,Target,2015.26,USD,2023-07-04T20:00:00,In-store purchase at Target — seasonal wardrobe,False
TXN002154,Customer_0292,credit,Southeast,travel,Marriott Hotels,4149.65,USD,2023-01-12T00:38:00,Flight to Chicago via Marriott Hotels for annual conference,False
TXN002155,Customer_0069,savings,West,shopping,IKEA,3742.48,USD,2023-01-01T08:58:00,Online order from IKEA — home office equipment,False
TXN002156,Customer_0035,savings,Midwest,healthcare,CVS Pharmacy,1629.07,USD,2023-02-10T00:45:00,Lab work order from CVS Pharmacy,False
TXN002157,Customer_0126,savings,Southeast,dining,Chipotle,3422.36,USD,2023-07-01T04:10:00,Morning coffee and pastry at Chipotle,False
TXN002158,Customer_0437,checking,Northeast,education,Coursera,4273.62,USD,2024-03-05T00:59:00,Coursera course enrollment — data engineering,False
TXN002159,Customer_0205,checking,West,education,Chegg,172.54,USD,2023-02-26T15:27:00,Chegg annual learning subscription,False
TXN002160,Customer_0182,checking,Northeast,shopping,Best Buy,3190.66,USD,2023-11-30T07:29:00,Online order from Best Buy — home office equipment,False
TXN002161,Customer_0076,checking,Northeast,entertainment,Steam,2003.89,USD,2023-07-30T06:50:00,Steam monthly subscription auto-renewal,False
TXN002162,Customer_0223,savings,Southeast,groceries,Aldi,1277.6,USD,2023-07-24T22:06:00,Quick stop at Aldi for produce and dairy,False
TXN002163,Customer_0092,savings,West,entertainment,AMC Theaters,4119.69,USD,2024-02-02T16:23:00,AMC Theaters monthly subscription auto-renewal,False
TXN002164,Customer_0129,credit,Midwest,shopping,Amazon,3864.65,USD,2023-07-04T19:02:00,In-store purchase at Amazon — seasonal wardrobe,False
TXN002165,Customer_0262,credit,West,shopping,Amazon,1478.43,USD,2023-01-21T02:53:00,In-store purchase at Amazon — seasonal wardrobe,False
TXN002166,Customer_0094,checking,Southeast,rent,First Place Rentals,853.59,USD,2023-10-21T17:14:00,Lease renewal fee at First Place Rentals,False
TXN002167,Customer_0138,savings,West,entertainment,AMC Theaters,3459.78,USD,2023-12-10T06:32:00,AMC Theaters monthly subscription auto-renewal,False
TXN002168,Customer_0085,savings,Midwest,rent,Metro Realty,2568.38,USD,2024-01-14T23:14:00,Security deposit — Metro Realty,False
TXN002169,Customer_0240,checking,Southeast,travel,Airbnb,2557.35,USD,2024-06-12T13:46:00,Car rental from Airbnb for client site visit,False
TXN002170,Customer_0448,savings,Midwest,dining,Chipotle,2682.31,USD,2024-05-08T23:17:00,"Lunch with the team at Chipotle, celebrated Q3 results",False
TXN002171,Customer_0009,checking,Southwest,shopping,Best Buy,1449.19,USD,2023-08-14T15:34:00,Online order from Best Buy — home office equipment,False
TXN002172,Customer_0211,credit,Northeast,shopping,Amazon,2201.84,USD,2023-10-28T07:29:00,In-store purchase at Amazon — seasonal wardrobe,False
TXN002173,Customer_0043,credit,West,insurance,Progressive,-365.23,USD,2023-12-26T13:16:00,Progressive renters insurance quarterly payment,False
TXN002174,Customer_0207,credit,Northeast,education,Udemy,3946.39,USD,2024-01-12T21:19:00,Udemy annual learning subscription,False
TXN002175,Customer_0293,checking,Northeast,dining,Olive Garden,3675.06,USD,2023-06-02T14:30:00,"Client dinner at Olive Garden, discussed Q4 roadmap",False
TXN002176,Customer_0172,checking,West,travel,Hertz,54.86,USD,2024-01-30T00:18:00,Flight to Chicago via Hertz for annual conference,False
TXN002177,Customer_0117,credit,Southeast,healthcare,Blue Cross Premium,154.53,USD,2024-03-30T08:58:00,Annual physical copay at Blue Cross Premium,False
TXN002178,Customer_0226,credit,Southeast,insurance,State Farm,126.59,USD,2023-01-23T12:30:00,Monthly State Farm auto insurance premium,False
TXN002179,Customer_0211,savings,Southwest,dining,Olive Garden,827.75,USD,2023-10-15T02:39:00,"Lunch with the team at Olive Garden, celebrated Q3 results",True
TXN002180,Customer_0112,credit,Midwest,insurance,Allstate,2913.46,USD,2023-02-17T12:30:00,Life insurance premium payment to Allstate,False
TXN002181,Customer_0357,credit,Southwest,rent,Sunset Apartments,1374.54,USD,2024-05-30T15:25:00,Monthly rent payment to Sunset Apartments,True
TXN002182,Customer_0293,checking,Southeast,healthcare,LabCorp,3798.07,USD,2023-05-01T22:29:00,Prescription refill at LabCorp,False
TXN002183,Customer_0206,credit,West,insurance,Allstate,3442.97,USD,2023-01-31T13:25:00,Life insurance premium payment to Allstate,False
TXN002184,Customer_0493,credit,Northeast,groceries,Whole Foods,3434.71,USD,2024-04-30T06:51:00,Quick stop at Whole Foods for produce and dairy,False
TXN002185,Customer_0418,credit,Southeast,travel,Hertz,365.01,USD,2024-05-17T03:35:00,Car rental from Hertz for client site visit,False
TXN002186,Customer_0469,checking,Southwest,healthcare,Walgreens,2089.11,USD,2024-03-09T09:39:00,Prescription refill at Walgreens,False
TXN002187,Customer_0357,credit,Southwest,shopping,Zara,714.02,USD,2023-08-29T02:43:00,In-store purchase at Zara — seasonal wardrobe,False
TXN002188,Customer_0010,checking,Midwest,healthcare,LabCorp,4453.1,USD,2024-01-03T18:39:00,Lab work order from LabCorp,False
TXN002189,Customer_0175,credit,West,education,Coursera,2696.67,USD,2023-07-14T00:23:00,Textbook purchase at Coursera for continuing ed,False
TXN002190,Customer_0288,credit,Midwest,rent,First Place Rentals,4313.86,USD,2023-09-09T01:44:00,Monthly rent payment to First Place Rentals,False
TXN002191,Customer_0258,checking,West,dining,Panera Bread,2426.8,USD,2024-01-21T20:17:00,Morning coffee and pastry at Panera Bread,False
TXN002192,Customer_0389,checking,Northeast,dining,The Cheesecake Factory,2377.03,USD,2024-01-24T20:54:00,Morning coffee and pastry at The Cheesecake Factory,False
TXN002193,Customer_0103,savings,Northeast,rent,Urban Living Co,2301.95,USD,2023-04-28T15:03:00,Lease renewal fee at Urban Living Co,False
TXN002194,Customer_0025,checking,Northeast,travel,Airbnb,1346.06,USD,2024-06-09T20:34:00,Car rental from Airbnb for client site visit,False
TXN002195,Customer_0308,savings,Southwest,dining,Panera Bread,1812.49,USD,2023-06-28T20:55:00,"Lunch with the team at Panera Bread, celebrated Q3 results",False
TXN002196,Customer_0235,checking,Southwest,entertainment,Apple iTunes,-426.08,USD,2024-06-03T21:37:00,In-app purchase on Apple iTunes platform,False
TXN002197,Customer_0046,checking,West,rent,Urban Living Co,2912.57,USD,2023-01-03T13:59:00,Lease renewal fee at Urban Living Co,False
TXN002198,Customer_0242,savings,West,dining,Olive Garden,3864.32,USD,2023-05-16T00:35:00,"Client dinner at Olive Garden, discussed Q4 roadmap",False
TXN002199,Customer_0326,checking,West,travel,Delta Airlines,2813.93,USD,2023-07-19T21:57:00,Flight to Chicago via Delta Airlines for annual conference,False
TXN002200,Customer_0323,credit,Southeast,entertainment,AMC Theaters,1470.66,USD,2023-09-17T10:33:00,AMC Theaters monthly subscription auto-renewal,False
TXN002201,Customer_0152,credit,Southeast,education,Coursera,808.0,USD,2023-11-02T05:42:00,Coursera course enrollment — data engineering,False
TXN002202,Customer_0475,checking,Southeast,utilities,National Grid,88.46,USD,2024-04-14T11:15:00,National Grid wireless plan — family plan renewal,True
TXN002203,Customer_0475,credit,Northeast,insurance,Progressive,2033.81,USD,2023-09-13T19:24:00,Life insurance premium payment to Progressive,False
TXN002204,Customer_0193,savings,Southeast,education,Coursera,4132.72,USD,2023-11-12T01:22:00,Coursera course enrollment — data engineering,False
TXN002205,Customer_0418,savings,Midwest,shopping,Best Buy,3393.78,USD,2023-10-13T21:01:00,Flash sale purchase at Best Buy,False
TXN002206,Customer_0448,credit,Southwest,shopping,Best Buy,2462.8,USD,2024-04-07T15:15:00,Flash sale purchase at Best Buy,False
TXN002207,Customer_0066,checking,West,entertainment,Steam,689.45,USD,2023-02-09T12:25:00,In-app purchase on Steam platform,False
TXN002208,Customer_0067,savings,Southwest,rent,First Place Rentals,1837.85,USD,2023-11-14T18:52:00,Lease renewal fee at First Place Rentals,False
TXN002209,Customer_0310,credit,West,travel,Marriott Hotels,231.99,USD,2023-07-08T05:26:00,Car rental from Marriott Hotels for client site visit,False
TXN002210,Customer_0233,credit,Southwest,travel,Delta Airlines,1879.2,USD,2024-02-22T05:12:00,Hotel stay at Delta Airlines during product summit,False
TXN002211,Customer_0337,checking,Southwest,shopping,Zara,4089.52,USD,2023-09-11T06:20:00,Flash sale purchase at Zara,False
TXN002212,Customer_0231,credit,Southeast,education,Chegg,2318.88,USD,2024-01-17T13:00:00,Chegg annual learning subscription,False
TXN002213,Customer_0444,savings,Southwest,utilities,ConEdison,781.14,USD,2023-09-10T03:20:00,ConEdison wireless plan — family plan renewal,False
TXN002214,Customer_0207,checking,Northeast,insurance,State Farm,385.45,USD,2023-01-05T02:18:00,Life insurance premium payment to State Farm,False
TXN002215,Customer_0484,checking,Midwest,education,Chegg,3781.14,USD,2023-08-21T01:55:00,Chegg course enrollment — data engineering,False
TXN002216,Customer_0295,savings,Midwest,rent,Apartment LLC,-260.71,USD,2023-06-05T20:53:00,Monthly rent payment to Apartment LLC,False
TXN002217,Customer_0168,credit,West,travel,Delta Airlines,2759.97,USD,2023-11-01T05:47:00,Car rental from Delta Airlines for client site visit,False
TXN002218,Customer_0333,checking,Northeast,travel,Uber,1486.13,USD,2024-06-15T05:14:00,Flight to Chicago via Uber for annual conference,False
TXN002219,Customer_0220,credit,Northeast,utilities,AT&T,4196.53,USD,2023-09-25T17:57:00,AT&T wireless plan — family plan renewal,False
TXN002220,Customer_0018,credit,Midwest,travel,Hertz,4145.87,USD,2024-02-16T17:08:00,Car rental from Hertz for client site visit,False
TXN002221,Customer_0002,savings,Southwest,dining,Panera Bread,1643.41,USD,2024-02-23T13:06:00,Morning coffee and pastry at Panera Bread,False
TXN002222,Customer_0392,credit,Midwest,shopping,Zara,4401.88,USD,2023-01-07T09:15:00,In-store purchase at Zara — seasonal wardrobe,False
TXN002223,Customer_0116,checking,Southeast,entertainment,Steam,546.72,USD,2024-05-08T21:39:00,In-app purchase on Steam platform,False
TXN002224,Customer_0101,credit,Southeast,shopping,Amazon,237.97,USD,2023-03-17T15:22:00,Online order from Amazon — home office equipment,False
TXN002225,Customer_0024,checking,Midwest,shopping,Amazon,3429.27,USD,2023-03-14T18:12:00,Flash sale purchase at Amazon,False
